sha;hex-8;package;category;summary;description;files;num. files;num. lines changed
49cc0965c04795eda51cfa87b0022177a84615de;49cc0965;library;inertialsensor;separate handling of FIFO and non-FIFO sensors;"separate handling of FIFO and non-FIFO sensors

FIFO sensors produce data at a well known rate, but samples come in
bunches, so we can't use the system clock to calculate deltaT.

non-FIFO sensors produce data when we sample them, but that rate is
less regular due to timing jitter.

For FIFO sensors this changes makes us use a learned sample rate,
which allows for different clock speeds on sensor and system board.

For non-FIFO sensors we use the system clock to measure deltaT

the overall effect is a fix for sensors that produce samples at other
than the claimed datasheet rate.";['libraries/AP_InertialSensor/AP_InertialSensor_Backend.h', 'libraries/AP_InertialSensor/AP_InertialSensor.h', 'libraries/AP_InertialSensor/AP_InertialSensor_Invensense.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_Backend.cpp', 'libraries/AP_InertialSensor/AP_InertialSensor_LSM9DS0.cpp'];5;161
36a633bc7a2027302685b877f0816938d6bd5d58;36a633bc;sub;sub;call BoardConfig.init_safety() at end of startup;"call BoardConfig.init_safety() at end of startup

this fixes a bug where motors can start on soft reboot";['ArduSub/system.cpp'];1;3
3eeff938b0a07127ce81b7809295cddac0e76e23;3eeff938;plane;plane;call BoardConfig.init_safety() at end of startup;"call BoardConfig.init_safety() at end of startup

this fixes a bug where motors can start on soft reboot";['ArduPlane/system.cpp'];1;2
10b89db49845b57b2c47ca10250126758d851290;10b89db4;copter;copter;call BoardConfig.init_safety() at end of startup;"call BoardConfig.init_safety() at end of startup

this fixes a bug where motors can start on soft reboot";['ArduCopter/system.cpp'];1;3
c5d17a9d927bcbcd1eea4ce052afe3dacb3ec3f4;c5d17a9d;rover;rover;call BoardConfig.init_safety() at end of startup;"call BoardConfig.init_safety() at end of startup

this fixes a bug where motors can start on soft reboot";['APMrover2/system.cpp'];1;3
f151fd369174e7345cad5bf244831267f377bd9d;f151fd36;library;antennatracker;call BoardConfig.init_safety() at end of startup;"call BoardConfig.init_safety() at end of startup

this fixes a bug where motors can start on soft reboot";['AntennaTracker/system.cpp'];1;2
1301b9797ac3cb445f50209f87b784dcdad7402d;1301b979;library;navekf3;Fix solution validity reporting bug;"Fix solution validity reporting bug

Fixes bug that causes relative position status to report as false when using optical flow and using range finder as the primary height sensor.";['libraries/AP_NavEKF3/AP_NavEKF3_OptFlowFusion.cpp'];1;4
082f429da3c4b6fe4037e7bd093d965d2a27002e;082f429d;library;navekf2;Fix solution validity reporting bug;"Fix solution validity reporting bug

Fixes bug that causes relative position status to report as false when using optical flow and using range finder as the primary height sensor.";['libraries/AP_NavEKF2/AP_NavEKF2_OptFlowFusion.cpp'];1;4
3ad5c3775e6f06026e99daf61771555a384b9034;3ad5c377;library;proximity;rename get_distances to get_horizontal_distances;"rename get_distances to get_horizontal_distances

Also fix existing bug in return";['libraries/AP_Proximity/AP_Proximity.cpp', 'libraries/AP_Proximity/AP_Proximity_Backend.h', 'libraries/AP_Proximity/AP_Proximity.h', 'libraries/AP_Proximity/AP_Proximity_Backend.cpp'];4;42
949aa4d9ca900f93000b4f3b1f476dcfbbd1a8b7;949aa4d9;library;frsky_telem;replace VDOP with extra GPS status bits;"replace VDOP with extra GPS status bits

This removes VDOP (not really that useful) and replaces two of those
bits with GPS status info that now allows to differentiate between 3D
fix, DGPS, RTK Float, and RTK Fixed. This is written to maximize
backwards compatibility (by not shifting any other bits of the
gps_status variable)";['libraries/AP_Frsky_Telem/AP_Frsky_Telem.h', 'libraries/AP_Frsky_Telem/AP_Frsky_Telem.cpp'];2;8
008e6311478adaac1111250e74e6f7a2388bfa7b;008e6311;library;hal_linux;Util: fix overriden function signature;"Util: fix overriden function signature

While at it, add final and override to mark this as being the overriden
final implementation of this method.

Thanks to Phillip Khandeliants (@khandeliants) for reporting.";['libraries/AP_HAL_Linux/Util.h'];1;2
6f952fe3ddfa2ca79d9bc80dcf4df8ebe2583c80;6f952fe3;library;hal_linux;fix checking wrong value for pthread function;"fix checking wrong value for pthread function

Thanks to Phillip Khandeliants (@khandeliants) for reporting.";['libraries/AP_HAL_Linux/Thread.cpp'];1;2
7a6318434f41b2bdf2fc8ce0b6a72ab0cb5b3703;7a631843;sub;sub;Fix throttle value in some calls to;"Fix throttle value in some calls to
pos_control.relax_alt_hold_controllers";['ArduSub/control_auto.cpp', 'ArduSub/control_guided.cpp'];2;6
01e01d1df9244f3bfd5dbdb08190638e5626610d;01e01d1d;sub;sub;Fix logging bug where only one log was created after first arm;Fix logging bug where only one log was created after first arm;['ArduSub/motors.cpp', 'ArduSub/Log.cpp'];2;12
6a443fcce4fce50996f6d495ad78c8cda3f74fdb;6a443fcc;sub;sub;Fix redundant check in MAV_CMD_MISSION_START;Fix redundant check in MAV_CMD_MISSION_START;['ArduSub/GCS_Mavlink.cpp'];1;3
c73584c9b83a2e6e0aba2151daa6fc23fbb56d28;c73584c9;library;cpuinfo;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['Tools/CPUInfo/CPUInfo.cpp'];1;157
a6fe6024c1921d7fa1faa71aab8f6e4b03416962;a6fe6024;library;storagemanager;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/StorageManager/examples/StorageTest/StorageTest.cpp'];1;7
90661c528a9359b6f73a8ba853907e8e96a922b2;90661c52;library;rc_channel;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/RC_Channel/examples/RC_Channel/RC_Channel.cpp'];1;3
720edc0fde080f3f0b094feff89d1df0a29281e3;720edc0f;library;pid;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/PID/examples/pid/pid.cpp'];1;7
b2c8bc8074fabfb0fc314d2b16dc22d9330294d6;b2c8bc80;gcs;gcs_mavlink;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/GCS_MAVLink/examples/routing/routing.cpp'];1;3
892a999ba54aaaaac27d1d4e2e56f2306a3c029c;892a999b;library;filter;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/Filter/examples/LowPassFilter2p/LowPassFilter2p.cpp', 'libraries/Filter/examples/Derivative/Derivative.cpp', 'libraries/Filter/examples/LowPassFilter/LowPassFilter.cpp', 'libraries/Filter/examples/Filter/Filter.cpp'];4;56
49c9e3c7682195c8ada5e34de2597eaed97deef6;49c9e3c7;library;dataflash;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/DataFlash/examples/DataFlash_AllTypes/DataFlash_AllTypes.cpp'];1;2
4a2b90b707e0dcc554d858f367efc22e1268a4b6;4a2b90b7;library;rangefinder;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_RangeFinder/examples/RFIND_test/RFIND_test.cpp'];1;7
7abd22a33e641109027a1d36f876a6a4e398804a;7abd22a3;library;parachute;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Parachute/examples/AP_Parachute_test/AP_Parachute_test.cpp'];1;3
45ca91808dc0151770a48e003eae13b55ca35267;45ca9180;library;opticalflow;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_OpticalFlow/examples/AP_OpticalFlow_test/AP_OpticalFlow_test.cpp'];1;3
2f50e865c2cdc9191451703c80f6ba1212563f52;2f50e865;library;notify;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Notify/examples/ToshibaLED_test/ToshibaLED_test.cpp', 'libraries/AP_Notify/examples/AP_Notify_test/AP_Notify_test.cpp'];2;26
0be022694a3f4b8480e521f89aca9524d25e034f;0be02269;library;mount;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Mount/examples/trivial_AP_Mount/trivial_AP_Mount.cpp', 'libraries/AP_Module/examples/ModuleTest/ModuleTest.cpp'];2;6
f2812c1efd77906f33b0bb3db50c622515e5dafb;f2812c1e;library;math;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Math/examples/eulers/eulers.cpp', 'libraries/AP_Math/examples/polygon/polygon.cpp', 'libraries/AP_Math/examples/location/location.cpp', 'libraries/AP_Math/examples/rotations/rotations.cpp'];4;328
8d357983ee30120469f2e4fccf68fe11e5cb8707;8d357983;library;hal_linux;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_HAL_Linux/examples/GPIOTest/GPIOTest.cpp'];1;4
34199b4af0b052357780fc134155899a3ca3ac72;34199b4a;library;hal;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_HAL/examples/RCInput/RCInput.cpp', 'libraries/AP_HAL/examples/RCOutput2/RCOutput.cpp', 'libraries/AP_HAL/examples/RCInputToRCOutput/RCInputToRCOutput.cpp', 'libraries/AP_HAL/examples/RCOutput/RCOutput.cpp', 'libraries/AP_HAL/examples/Storage/Storage.cpp', 'libraries/AP_HAL/examples/Printf/Printf.cpp', 'libraries/AP_HAL/examples/AnalogIn/AnalogIn.cpp', 'libraries/AP_HAL/examples/UART_test/UART_test.cpp'];8;101
292fa5f4137ca85fe6e9a593ea8abec0df8f58d2;292fa5f4;library;gps;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_GPS/examples/GPS_AUTO_test/GPS_AUTO_test.cpp', 'libraries/AP_GPS/examples/GPS_UBLOX_passthrough/GPS_UBLOX_passthrough.cpp'];2;14
7fb816c812b3de28131aa9d783fa533d8a2bc843;7fb816c8;library;declination;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Declination/examples/AP_Declination_test/AP_Declination_test.cpp'];1;53
d3e27d87208c4c4fb11364f275fc1fa546a5c218;d3e27d87;library;compass;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Compass/examples/AP_Compass_test/AP_Compass_test.cpp'];1;12
2200302081529e7b098de39d5af851b99f862abe;22003020;library;common;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Common/examples/AP_Common/AP_Common.cpp'];1;22
3f4a3e535b86b639098525d3286ad969990c1853;3f4a3e53;library;airspeed;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_Airspeed/examples/Airspeed/Airspeed.cpp'];1;5
fede727d38fb903d09743761b074d465430abc6b;fede727d;library;ahrs;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AP_AHRS/examples/AHRS_Test/AHRS_Test.cpp'];1;25
320c5e1b968b2ac3b04039f396299ca0fa95cad3;320c5e1b;library;ac_pid;example fix travis warning;"example fix travis warning
missing function declaration
implicit cast
some style fix";['libraries/AC_PID/examples/AC_PID_test/AC_PID_test.cpp'];1;11
9c587d8d678edbd78e79fd3b752bb87be4a9dafb;9c587d8d;library;battmonitor;fix warning in example;fix warning in example;['libraries/AP_BattMonitor/examples/AP_BattMonitor_test/AP_BattMonitor_test.cpp'];1;13
1adf247a608ea2b90f00150d78a5bc4ae80b2185;1adf247a;library;boardconfig;fix board type number for aerofc;"fix board type number for aerofc

Types 7-12 are being used by vrbrain boards. Even if they are inside
another ifdef, they can't be the same because it's used by the BRD_TYPE
parameter.  Use 13 for aerofc since it was already the one being used in
the parameter description.

Thanks to Michael du Breuil for noticing it.";['libraries/AP_BoardConfig/AP_BoardConfig.h'];1;5
70ab44a048c8631578fa7c32c96427bbc27fdaa3;70ab44a0;library;antennatracker;fix for mavlink update;fix for mavlink update;['AntennaTracker/GCS_Mavlink.cpp'];1;3
6b523cbd46033a8b16de71a4b53e55ca5ffe0a04;6b523cbd;library;gps;Fix a memory leak in QURT GPS;"Fix a memory leak in QURT GPS

Fixes part of #6000";['libraries/AP_GPS/AP_GPS_QURT.cpp'];1;4
fc9eb797bee2bc716fe170b764d068816440a533;fc9eb797;sub;sub;Fix redundant call;Fix redundant call;['ArduSub/commands.cpp'];1;3
33d0fa3e82058e839abb2cd5d7c4f479c8c4c7d2;33d0fa3e;library;ahrs;Fix an index out of bounds;"Fix an index out of bounds

Coverity 137817, getPrimaryCoreIMUIndex() can return -1, which is then invalid to pass to get_delta_velocity_dt";['libraries/AP_AHRS/AP_AHRS_NavEKF.cpp'];1;18
4cb43b1c2774acacda5b8726d4b59f06f81b0a75;4cb43b1c;library;dataflash;correct repeated FMT logging bug;correct repeated FMT logging bug;['libraries/DataFlash/DataFlash_Backend.h', 'libraries/DataFlash/DataFlash_MAVLink.h'];2;4
6b4a46d467bf26a48322cc86ff2dbd276e60f28f;6b4a46d4;library;battmonitor;fix to use the return value of get_pec_support;fix to use the return value of get_pec_support;['libraries/AP_BattMonitor/AP_BattMonitor_SMBus_Maxell.cpp'];1;63
ec5bbbd2d026c8ebead9cc5e41b8679023a89ac4;ec5bbbd2;library;dataflash;fix BAR2 and BAR3 message format after baro log struct changed;fix BAR2 and BAR3 message format after baro log struct changed;['libraries/DataFlash/LogStructure.h'];1;4
9979e4bbe59fae5f728e24acda0a38f8d2ac663b;9979e4bb;library;ac_precland;fix usage of distance_to_target;fix usage of distance_to_target;['libraries/AC_PrecLand/AC_PrecLand.cpp'];1;7
c37209a8d5eef1887bc32a2a2cd83563920f0212;c37209a8;library;barometer;Limit ground temperature used for the altitude;"Limit ground temperature used for the altitude

Fix an incorrect EAS2TAS that was double counting altitude";['libraries/AP_Baro/AP_Baro.h', 'libraries/AP_Baro/AP_Baro.cpp'];2;104
353202e03c29d7a6d99f38b379242a91046db43c;353202e0;copter;copter;Fix parameter metadata;Fix parameter metadata;['ArduCopter/Parameters.cpp'];1;2
1b00dfb642762e30a36e40d236b5b05299c1dbfc;1b00dfb6;library;gps;Fix parameter metadata;Fix parameter metadata;['libraries/AP_GPS/AP_GPS.cpp'];1;2
a9a85213831382c6b57b48c068dde6d358a61031;a9a85213;library;opticalflow;Fix parameter metadata;Fix parameter metadata;['libraries/AP_OpticalFlow/OpticalFlow.cpp'];1;2
646d68c76d8c095325b90bac3c6e216031eb4ebf;646d68c7;library;navekf2;Fix parameter metadata;Fix parameter metadata;['libraries/AP_NavEKF2/AP_NavEKF2.cpp'];1;4
84e5e088de9fb3d58fef8e353b6ace17aebee5ec;84e5e088;library;boardconfig;Fix parameter metadata;Fix parameter metadata;['libraries/AP_BoardConfig/AP_BoardConfig.cpp'];1;2
af97a3974bddb507b4565627b326d4e9002af4af;af97a397;plane;plane;initialise target height correctly on quadplane transition;"initialise target height correctly on quadplane transition

this fixes a bug where a plane in QSTABILIZE would drop suddenly if
switched to FBWA when the target altitude had not been initialised";['ArduPlane/quadplane.cpp'];1;6
c0238be34599e20e9d07a560f6632a59f8db42e4;c0238be3;library;frsky_telem;fix sending messages 3 times;"fix sending messages 3 times

Initialize variable
Also some small style changes";['libraries/AP_Frsky_Telem/AP_Frsky_Telem.cpp'];1;17
2aec41e0efba4cd11d85239c884ad4011493ae80;2aec41e0;library;hal_sitl;Fix SIM_GPS_DISABLE not disabling the ublox GPS with PVT support;Fix SIM_GPS_DISABLE not disabling the ublox GPS with PVT support;['libraries/AP_HAL_SITL/sitl_gps.cpp'];1;2
41fe4d0515cb34e206501701089aeed3c84df553;41fe4d05;library;landing;fix to remove reorder warning;fix to remove reorder warning;['libraries/AP_Landing/AP_Landing.h'];1;6
d612209c19e2f68bd37833fa9e2ee8a677269ad9;d612209c;sitl;sitl;Gazebo fix implicit cast;Gazebo fix implicit cast;['libraries/SITL/SIM_Gazebo.cpp', 'libraries/SITL/SIM_Gazebo.h'];2;42
afb488c6274768b9770a8891846b7172586c2315;afb488c6;library;gps;fix implicit conversion warning from float to double;fix implicit conversion warning from float to double;['libraries/AP_GPS/AP_GPS.cpp'];1;6
491b545fabb5e6565d519081a31f0706429402d4;491b545f;sitl;sitl;fix gimbal connection on Windows;fix gimbal connection on Windows;['libraries/SITL/SIM_Gimbal.cpp'];1;5
304c9b6e7236138c15fe7d69e534bb2ed3f8882f;304c9b6e;rover;rover;Fixed a bug in reverse;"Fixed a bug in reverse

If a user was driving in reverse and when into an auto mission the
rover would try to do the whole mission in reverse.  This fixes that.";['APMrover2/Rover.h', 'APMrover2/commands_logic.cpp', 'APMrover2/APMrover2.cpp', 'APMrover2/system.cpp'];4;20
3410db50225289673c74c445b73f0ab4fb139a06;3410db50;rover;rover;Fix motor_active check to checkout throttle output servo;Fix motor_active check to checkout throttle output servo;['APMrover2/control_modes.cpp'];1;4
2ef647381601563e90aa8683cee631952b8e4c12;2ef64738;library;servorelayevents;fix do_set_servo;"fix do_set_servo

this was broken by the recent SRV_Channels changes

thanks to Jacob for noticing this!";['libraries/AP_ServoRelayEvents/AP_ServoRelayEvents.cpp'];1;22
